TIMESTAMP,MARK,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,VEHICLE_ID,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1502913675927,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","31,40%",,1002,45,"4,29",,Biodiesel_Ethanol,51,,0,,,00:04:47,25%,MIL is OFF0 codes,,"57,3%","1,0%",0,19,2,8,2017
1502913683947,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","30,60%",,1002,45,"4,29",,Biodiesel_Ethanol,51,,0,,,00:04:55,24%,MIL is OFF0 codes,,"58,8%","1,0%",0,19,2,8,2017
1502913691968,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","31,00%",,989,45,"4,18",,Biodiesel_Ethanol,51,,0,,,00:05:03,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913699979,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","30,60%",,1012,47,"4,21",,Biodiesel_Ethanol,52,,0,,,00:05:11,24%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913707982,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","30,60%",,1004,47,"4,26",,Biodiesel_Ethanol,52,,0,,,00:05:19,24%,MIL is OFF0 codes,,"56,1%","1,0%",0,19,2,8,2017
1502913716002,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","30,20%",,1004,45,"4,25",,Biodiesel_Ethanol,52,,0,,,00:05:27,24%,MIL is OFF0 codes,,"59,6%","1,0%",0,19,2,8,2017
1502913724029,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","29,80%",,1010,46,"4,18",,Biodiesel_Ethanol,53,,0,,,00:05:35,24%,MIL is OFF0 codes,,"55,7%","1,0%",0,19,2,8,2017
1502913732036,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","30,20%",,1003,78,"4,18",,Biodiesel_Ethanol,53,,9,,,00:05:43,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913740053,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,10%","25,50%",,1139,47,"4,25",,Biodiesel_Ethanol,53,,4,,,00:05:51,25%,MIL is OFF0 codes,,"71,4%","1,0%",0,19,2,8,2017
1502913748059,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","27,10%",,1124,46,"4,33",,Biodiesel_Ethanol,53,,0,,,00:05:59,24%,MIL is OFF0 codes,,"57,3%","1,0%",0,19,2,8,2017
1502913756069,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,10%","29,80%",,1001,47,"4,14",,Biodiesel_Ethanol,53,,0,,,00:06:07,24%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913764083,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,80%","30,60%",,999,47,"4,18",,Biodiesel_Ethanol,53,,0,,,00:06:15,24%,MIL is OFF0 codes,,"58,0%","1,0%",0,19,2,8,2017
1502913772104,chevrolet,agile,2011,"1,4",n,car1,100,78,"48,60%","30,60%",,1005,47,"4,24",,Biodiesel_Ethanol,53,,0,,,00:06:23,24%,MIL is OFF0 codes,,"57,3%","1,0%",0,19,2,8,2017
1502913780112,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,00%","29,80%",,1003,46,"4,12",,Biodiesel_Ethanol,54,,0,,,00:06:31,24%,MIL is OFF0 codes,,"57,3%","1,0%",0,19,2,8,2017
1502913788135,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,40%","30,20%",,1007,47,"4,09",,Biodiesel_Ethanol,54,,0,,,00:06:39,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913796156,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,40%","30,20%",,1006,47,"4,15",,Biodiesel_Ethanol,54,,0,,,00:06:47,24%,MIL is OFF0 codes,,"58,4%","1,0%",0,19,2,8,2017
1502913804165,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1015,48,"4,19",,Biodiesel_Ethanol,55,,0,,,00:06:56,24%,MIL is OFF0 codes,,"57,6%","1,0%",0,19,2,8,2017
1502913812186,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1015,45,"4,18",,Biodiesel_Ethanol,55,,0,,,00:07:03,24%,MIL is OFF0 codes,,"58,8%","1,0%",0,19,2,8,2017
1502913820193,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1010,47,"4,17",,Biodiesel_Ethanol,55,,0,,,00:07:12,24%,MIL is OFF0 codes,,"57,6%","1,0%",0,19,2,8,2017
1502913828198,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,998,46,"4,17",,Biodiesel_Ethanol,55,,0,,,00:07:19,24%,MIL is OFF0 codes,,"55,3%","1,0%",0,19,2,8,2017
1502913836219,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1009,47,"4,15",,Biodiesel_Ethanol,56,,0,,,00:07:27,24%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913844243,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,995,46,"4,14",,Biodiesel_Ethanol,56,,0,,,00:07:36,24%,MIL is OFF0 codes,,"57,6%","1,0%",0,19,2,8,2017
1502913852263,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1007,45,"4,13",,Biodiesel_Ethanol,56,,0,,,00:07:44,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913860266,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1012,46,"4,14",,Biodiesel_Ethanol,56,,0,,,00:07:52,24%,MIL is OFF0 codes,,"56,1%","1,0%",0,19,2,8,2017
1502913868274,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,80%","30,20%",,1005,47,"4,08",,Biodiesel_Ethanol,56,,0,,,00:07:59,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913876283,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,80%","29,40%",,995,46,"4,05",,Biodiesel_Ethanol,57,,0,,,00:08:07,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913884289,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,80%","30,20%",,1007,46,"4,15",,Biodiesel_Ethanol,57,,0,,,00:08:15,24%,MIL is OFF0 codes,,"56,1%","1,0%",0,19,2,8,2017
1502913892296,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,80%","29,80%",,1003,45,"4,15",,Biodiesel_Ethanol,57,,0,,,00:08:23,24%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913900305,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,80%","30,20%",,1024,65,"4,23",,Biodiesel_Ethanol,57,,6,,,00:08:32,24%,MIL is OFF0 codes,,"58,8%","1,0%",0,19,2,8,2017
1502913908310,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,40%","34,10%",,1072,41,"5,02",,Biodiesel_Ethanol,57,,5,,,00:08:40,26%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913916325,chevrolet,agile,2011,"1,4",n,car1,100,78,"49,40%","35,70%",,1012,46,"4,94",,Biodiesel_Ethanol,58,,0,,,00:08:48,26%,MIL is OFF0 codes,,"48,6%","1,0%",0,19,2,8,2017
1502913924333,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,20%","29,80%",,1014,47,"4,14",,Biodiesel_Ethanol,58,,0,,,00:08:56,24%,MIL is OFF0 codes,,"57,6%","1,0%",0,19,2,8,2017
1502913932338,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,20%","30,60%",,1014,50,"4,17",,Biodiesel_Ethanol,58,,0,,,00:09:04,24%,MIL is OFF0 codes,,"56,9%","1,0%",0,19,2,8,2017
1502913940349,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","30,60%",,1017,46,"4,16",,Biodiesel_Ethanol,58,,0,,,00:09:11,24%,MIL is OFF0 codes,,"55,7%","1,0%",0,19,2,8,2017
1502913948354,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","30,20%",,1015,47,"4,51",,Biodiesel_Ethanol,59,,0,,,00:09:20,25%,MIL is OFF0 codes,,"58,0%","1,0%",0,19,2,8,2017
1502913956360,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","30,20%",,1007,47,"4,09",,Biodiesel_Ethanol,59,,0,,,00:09:28,24%,MIL is OFF0 codes,,"58,0%","1,0%",0,19,2,8,2017
1502913964366,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","30,60%",,994,47,"4,17",,Biodiesel_Ethanol,59,,0,,,00:09:35,24%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502913972371,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","29,80%",,1014,45,"4,15",,Biodiesel_Ethanol,59,,0,,,00:09:43,24%,MIL is OFF0 codes,,"58,4%","1,0%",0,19,2,8,2017
1502913980385,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,50%","57,60%",,994,37,"7,51",,Biodiesel_Ethanol,59,,9,,,00:09:52,30%,MIL is OFF0 codes,,"51,8%","1,0%",0,19,2,8,2017
1502913988392,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,10%","25,50%",,1162,49,"4,04",,Biodiesel_Ethanol,59,,0,,,00:10:00,24%,MIL is OFF0 codes,,"67,5%","1,0%",0,19,2,8,2017
1502913996407,chevrolet,agile,2011,"1,4",n,car1,100,79,"47,80%","29,40%",,1016,46,"4,1",,Biodiesel_Ethanol,59,,0,,,00:10:07,24%,MIL is OFF0 codes,,"58,0%","1,0%",0,19,2,8,2017
1502914004417,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","30,60%",,1004,45,"4,23",,Biodiesel_Ethanol,59,,0,,,00:10:16,24%,MIL is OFF0 codes,,"57,3%","1,0%",0,19,2,8,2017
1502914012443,chevrolet,agile,2011,"1,4",n,car1,100,79,"49,00%","31,80%",,1011,46,"4,39",,Biodiesel_Ethanol,60,,0,,,00:10:24,25%,MIL is OFF0 codes,,"56,5%","1,0%",0,19,2,8,2017
1502914020450,chevrolet,agile,2011,"1,4",n,car1,100,79,"48,60%","52,50%",,1064,60,"7,29",,Biodiesel_Ethanol,60,,5,,,00:10:32,30%,MIL is OFF0 codes,,"52,9%","1,0%",0,19,2,8,2017
1502914028951,chevrolet,agile,2011,"1,4",n,car1,100,79,"45,10%","37,60%",,1370,79,"8,27",,Biodiesel_Ethanol,61,,19,,,00:10:40,30%,MIL is OFF0 codes,,"63,5%","1,0%",0,19,2,8,2017
1502914036966,chevrolet,agile,2011,"1,4",n,car1,100,79,"44,30%","26,30%",,1302,63,"5,22",,Biodiesel_Ethanol,60,,25,,,00:10:49,26%,MIL is OFF0 codes,,"68,6%","1,0%",0,19,2,8,2017
1502914045014,chevrolet,agile,2011,"1,4",n,car1,100,79,"51,00%","28,60%",,1109,56,"4,62",,Biodiesel_Ethanol,59,,19,,,00:10:57,26%,MIL is OFF0 codes,,"65,1%","1,0%",0,19,2,8,2017
1502914053017,chevrolet,agile,2011,"1,4",n,car1,100,79,"44,70%","24,70%",,1274,32,"4,37",,Biodiesel_Ethanol,58,,28,,,00:11:05,25%,MIL is OFF0 codes,,"57,6%","1,0%",0,19,2,8,2017
1502914061022,chevrolet,agile,2011,"1,4",n,car1,100,79,"45,10%","23,10%",,1293,38,"4,29",,Biodiesel_Ethanol,57,,23,,,00:11:13,25%,MIL is OFF0 codes,,"59,6%","1,0%",0,19,2,8,2017
1502914069046,chevrolet,agile,2011,"1,4",n,car1,100,79,"46,30%","27,50%",,1165,40,"4,43",,Biodiesel_Ethanol,56,,16,,,00:11:21,25%,MIL is OFF0 codes,,"58,8%","1,0%",0,19,2,8,2017
1502914077065,chevrolet,agile,2011,"1,4",n,car1,100,79,"46,70%","24,70%",,1171,39,"3,98",,Biodiesel_Ethanol,56,,8,,,00:11:29,24%,MIL is OFF0 codes,,"65,9%","1,0%",0,19,2,8,2017
1502914085113,chevrolet,agile,2011,"1,4",n,car1,100,79,"40,80%","18,40%",,1507,54,"9,83",,Biodiesel_Ethanol,55,,28,,,00:11:37,33%,MIL is OFF0 codes,,"67,1%","1,0%",0,19,2,8,2017
1502914096090,chevrolet,agile,2011,"1,4",n,car1,100,78,"36,90%","21,60%",,2208,26,"7,09",,Biodiesel_Ethanol,54,,25,,,00:11:45,29%,MIL is OFF0 codes,,"77,6%","1,0%",0,19,2,8,2017
1502914104106,chevrolet,agile,2011,"1,4",n,car1,100,78,"36,90%","44,70%",,2264,78,"7,45",,Biodiesel_Ethanol,54,,33,,,00:11:56,27%,MIL is OFF0 codes,,"67,8%","1,0%",0,19,2,8,2017
1502914112130,chevrolet,agile,2011,"1,4",n,car1,100,79,"36,50%","47,50%",,1950,41,"11,37",,Biodiesel_Ethanol,52,,40,,,00:12:04,32%,MIL is OFF0 codes,,"67,8%","1,0%",0,19,2,8,2017
1502914120139,chevrolet,agile,2011,"1,4",n,car1,100,80,"36,90%","36,90%",,1487,58,"8,48",,Biodiesel_Ethanol,51,,36,,,00:12:12,30%,MIL is OFF0 codes,,"69,4%","1,0%",0,19,2,8,2017
1502914128148,chevrolet,agile,2011,"1,4",n,car1,100,80,"35,70%","32,90%",,1500,53,"6,91",,Biodiesel_Ethanol,50,,39,,,00:12:20,29%,MIL is OFF0 codes,,"70,2%","1,0%",0,19,2,8,2017
1502914136170,chevrolet,agile,2011,"1,4",n,car1,100,80,"34,50%","18,40%",,1347,29,"3,45",,Biodiesel_Ethanol,50,,42,,,00:12:28,23%,MIL is OFF0 codes,,"52,2%","1,0%",0,19,2,8,2017
1502914144215,chevrolet,agile,2011,"1,4",n,car1,100,80,"34,90%","18,00%",,1253,64,"3,22",,Biodiesel_Ethanol,50,,39,,,00:12:36,22%,MIL is OFF0 codes,,"54,1%","1,0%",0,19,2,8,2017
1502914152231,chevrolet,agile,2011,"1,4",n,car1,100,80,"35,70%","40,00%",,1429,54,"8,07",,Biodiesel_Ethanol,48,,48,,,00:12:44,30%,MIL is OFF0 codes,,"66,7%","1,0%",0,19,2,8,2017
1502914160250,chevrolet,agile,2011,"1,4",n,car1,100,80,"37,30%","31,80%",,1630,47,"7,46",,Biodiesel_Ethanol,47,,51,,,00:12:52,29%,MIL is OFF0 codes,,"70,6%","1,0%",0,19,2,8,2017
1502914168269,chevrolet,agile,2011,"1,4",n,car1,100,80,"38,00%","31,40%",,1682,48,"7,72",,Biodiesel_Ethanol,47,,51,,,00:13:00,29%,MIL is OFF0 codes,,"71,8%","1,0%",0,19,2,8,2017
1502914176291,chevrolet,agile,2011,"1,4",n,car1,100,80,"38,00%","17,60%",,1497,30,"3,71",,Biodiesel_Ethanol,47,,37,,,00:13:08,23%,MIL is OFF0 codes,,"55,3%","1,0%",0,19,2,8,2017
1502914184306,chevrolet,agile,2011,"1,4",n,car1,100,80,"38,00%","20,00%",,1081,33,"3,04",,Biodiesel_Ethanol,47,,8,,,00:13:16,22%,MIL is OFF0 codes,,"62,4%","1,0%",0,19,2,8,2017
1502914192319,chevrolet,agile,2011,"1,4",n,car1,100,81,"39,20%","24,30%",,970,43,"3,6",,Biodiesel_Ethanol,46,,15,,,00:13:24,23%,MIL is OFF0 codes,,"59,6%","1,0%",0,19,2,8,2017
1502914200339,chevrolet,agile,2011,"1,4",n,car1,100,80,"37,60%","31,40%",,1863,31,"4,72",,Biodiesel_Ethanol,46,,25,,,00:13:32,25%,MIL is OFF0 codes,,"72,2%","1,0%",0,19,2,8,2017
1502914208349,chevrolet,agile,2011,"1,4",n,car1,100,81,"46,70%","18,40%",,1166,32,"2,96",,Biodiesel_Ethanol,46,,11,,,00:13:40,22%,MIL is OFF0 codes,,"59,2%","1,0%",0,19,2,8,2017
1502914216380,chevrolet,agile,2011,"1,4",n,car1,100,81,"50,60%","20,00%",,1077,35,"2,99",,Biodiesel_Ethanol,46,,9,,,00:13:48,22%,MIL is OFF0 codes,,"62,7%","1,0%",0,19,2,8,2017
1502914224406,chevrolet,agile,2011,"1,4",n,car1,100,82,"48,60%","19,20%",,1105,35,"3,08",,Biodiesel_Ethanol,46,,8,,,00:13:56,22%,MIL is OFF0 codes,,"49,0%","1,0%",0,19,2,8,2017
1502914232429,chevrolet,agile,2011,"1,4",n,car1,100,83,"45,50%","24,30%",,1046,37,"3,5",,Biodiesel_Ethanol,46,,4,,,00:14:04,23%,MIL is OFF0 codes,,"61,6%","1,0%",0,19,2,8,2017
1502914240431,chevrolet,agile,2011,"1,4",n,car1,100,83,"43,90%","20,80%",,1082,57,"3,55",,Biodiesel_Ethanol,45,,5,,,00:14:12,23%,MIL is OFF0 codes,,"47,8%","1,0%",0,19,2,8,2017
1502914248459,chevrolet,agile,2011,"1,4",n,car1,100,84,"41,20%","27,10%",,1412,48,"5,36",,Biodiesel_Ethanol,45,,21,,,00:14:20,26%,MIL is OFF0 codes,,"62,4%","1,0%",0,19,2,8,2017
1502914258559,chevrolet,agile,2011,"1,4",n,car1,100,85,"38,40%","16,10%",,2205,54,"5,07",,Biodiesel_Ethanol,44,,34,,,00:14:28,25%,MIL is OFF0 codes,,"66,7%","1,0%",0,19,2,8,2017
1502914269049,chevrolet,agile,2011,"1,4",n,car1,100,86,"36,50%","17,30%",,1835,28,"4,74",,Biodiesel_Ethanol,43,,40,,,00:14:38,24%,MIL is OFF0 codes,,"70,2%","1,0%",0,19,2,8,2017
1502914277139,chevrolet,agile,2011,"1,4",n,car1,100,87,"38,80%","19,60%",,1071,28,"2,99",,Biodiesel_Ethanol,44,,28,,,00:14:49,22%,MIL is OFF0 codes,,"64,7%","1,0%",0,19,2,8,2017
1502914288962,chevrolet,agile,2011,"1,4",n,car1,100,86,"38,40%","17,30%",,1329,89,"3,24",,Biodiesel_Ethanol,42,,27,,,00:14:57,23%,MIL is OFF0 codes,,"68,2%","1,0%",0,19,2,8,2017
1502914300786,chevrolet,agile,2011,"1,4",n,car1,100,86,"36,10%","43,50%",,1903,43,"10,48",,Biodiesel_Ethanol,41,,33,,,00:15:09,31%,MIL is OFF0 codes,,"68,2%","1,0%",0,19,2,8,2017
