"DTC_Code,Customer_Complaint,Sensor_Snapshot,Ground_Truth_Cause,Repair_Complexity,Estimated_Hours"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 677 (fluctuating), Fuel Trim: 10%, Misfire Count: 20"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.7"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.45 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.7"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,2.7"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.55 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Intermediate,3.5"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.71V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,0.9"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.3 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.7"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,3.2"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Advanced,2.7"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,3.0"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,1.5"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,3.4"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.66V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,3.6"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.03 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.5"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.61V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.4"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.6"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 771 (fluctuating), Fuel Trim: 18%, Misfire Count: 32"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.1"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 691 (fluctuating), Fuel Trim: 10%, Misfire Count: 26"",Faulty Ignition Coil or Spark Plugs,Advanced,1.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 723 (fluctuating), Fuel Trim: 16%, Misfire Count: 20"",Faulty Ignition Coil or Spark Plugs,Intermediate,0.9"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 753 (fluctuating), Fuel Trim: 20%, Misfire Count: 30"",Faulty Ignition Coil or Spark Plugs,Advanced,2.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 792 (fluctuating), Fuel Trim: 17%, Misfire Count: 32"",Faulty Ignition Coil or Spark Plugs,Advanced,3.2"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.03 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.3"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 692 (fluctuating), Fuel Trim: 17%, Misfire Count: 40"",Faulty Ignition Coil or Spark Plugs,Advanced,0.8"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.75V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,2.3"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.77V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.0"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 604 (fluctuating), Fuel Trim: 11%, Misfire Count: 18"",Faulty Ignition Coil or Spark Plugs,Beginner,3.8"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,2.3"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 794 (fluctuating), Fuel Trim: 13%, Misfire Count: 43"",Faulty Ignition Coil or Spark Plugs,Advanced,0.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 846 (fluctuating), Fuel Trim: 13%, Misfire Count: 30"",Faulty Ignition Coil or Spark Plugs,Advanced,2.9"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 729 (fluctuating), Fuel Trim: 12%, Misfire Count: 50"",Faulty Ignition Coil or Spark Plugs,Beginner,2.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,0.8"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,1.6"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.79V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,0.7"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.0"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.53 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,0.8"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.35 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Intermediate,3.6"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.42 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Intermediate,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,0.5"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,3.3"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.18 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,2.8"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.1 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,1.7"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.8"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.4"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,3.2"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,3.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 766 (fluctuating), Fuel Trim: 15%, Misfire Count: 21"",Faulty Ignition Coil or Spark Plugs,Advanced,1.5"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,1.3"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.67V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.7"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 600 (fluctuating), Fuel Trim: 15%, Misfire Count: 22"",Faulty Ignition Coil or Spark Plugs,Advanced,1.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 833 (fluctuating), Fuel Trim: 12%, Misfire Count: 17"",Faulty Ignition Coil or Spark Plugs,Beginner,0.6"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.62V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,3.6"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,3.5"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 802 (fluctuating), Fuel Trim: 11%, Misfire Count: 47"",Faulty Ignition Coil or Spark Plugs,Advanced,0.5"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.04 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Intermediate,1.2"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 743 (fluctuating), Fuel Trim: 19%, Misfire Count: 48"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.6"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 726 (fluctuating), Fuel Trim: 10%, Misfire Count: 30"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.3"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Beginner,3.1"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.7"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,2.4"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.16 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.8"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,1.2"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,2.5"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 836 (fluctuating), Fuel Trim: 12%, Misfire Count: 26"",Faulty Ignition Coil or Spark Plugs,Beginner,1.3"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.61V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.9"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 680 (fluctuating), Fuel Trim: 17%, Misfire Count: 5"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.4"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.8 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,0.8"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 669 (fluctuating), Fuel Trim: 13%, Misfire Count: 42"",Faulty Ignition Coil or Spark Plugs,Beginner,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,3.9"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.1"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,3.1"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 704 (fluctuating), Fuel Trim: 12%, Misfire Count: 35"",Faulty Ignition Coil or Spark Plugs,Advanced,2.4"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,2.4"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.89 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.2"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Beginner,3.9"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Advanced,3.4"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.95 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.3"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 1.67 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.3"
"P0171,Whistling sound from engine bay; poor fuel economy.,""MAF Flow: 2.27 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.8"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.3 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.2348572626892422"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 691 (fluctuating), Fuel Trim: 10%, Misfire Count: 26"",Coolant Temperature Sensor Circuit Low,Beginner,3.382659710247273"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.61V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.882088736689264"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Downstream O2 Sensor: 0.63V (mimicking upstream), Cat Temp: 450C"",Vacuum Leak or Dirty MAF Sensor,Beginner,3.2235422533582554"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Vacuum Leak or Dirty MAF Sensor,Beginner,1.1838520147171208"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.73V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,1.8337693612243304"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Faulty Ignition Coil or Spark Plugs,Advanced,2.6087511670973367"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 771 (fluctuating), Fuel Trim: 18%, Misfire Count: 32"",Catalytic Converter Efficiency Below Threshold,Advanced,2.8175958210992795"
"P0300,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 669 (fluctuating), Fuel Trim: 13%, Misfire Count: 42"",Faulty Ignition Coil or Spark Plugs,Intermediate,2.156327832365879"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.74V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Beginner,2.0505874524421572"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 771 (fluctuating), Fuel Trim: 18%, Misfire Count: 32"",Catalytic Converter Efficiency Below Threshold,Advanced,0.5"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 704 (fluctuating), Fuel Trim: 12%, Misfire Count: 35"",Coolant Temperature Sensor Circuit Low,Intermediate,3.9"
"P0420,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 600 (fluctuating), Fuel Trim: 15%, Misfire Count: 22"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.6391141592187575"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""MAF Flow: 1.95 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Advanced,2.401491252025021"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Advanced,1.3872565366454541"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""RPM: 766 (fluctuating), Fuel Trim: 15%, Misfire Count: 21"",Vacuum Leak or Dirty MAF Sensor,Beginner,1.2600087551903378"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""RPM: 771 (fluctuating), Fuel Trim: 18%, Misfire Count: 32"",Catalytic Converter Efficiency Below Threshold,Advanced,1.2746738556894095"
"P0117,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.69V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Advanced,1.7650443228713601"
"P0117,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 600 (fluctuating), Fuel Trim: 15%, Misfire Count: 22"",Vacuum Leak or Dirty MAF Sensor,Intermediate,0.7844379053790775"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Vacuum Leak or Dirty MAF Sensor,Advanced,3.4562195839775414"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 669 (fluctuating), Fuel Trim: 13%, Misfire Count: 42"",Faulty Ignition Coil or Spark Plugs,Intermediate,1.7472335733317892"
"P0171,""Temperature gauge is maxed out, but the engine doesn't feel hot."",""RPM: 802 (fluctuating), Fuel Trim: 11%, Misfire Count: 47"",Faulty Ignition Coil or Spark Plugs,Advanced,1.462150358123111"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Catalytic Converter Efficiency Below Threshold,Intermediate,2.8496449476890544"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.18 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Catalytic Converter Efficiency Below Threshold,Intermediate,1.5764527649351205"
"P0420,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Intermediate,1.127277218719893"
"P0420,Whistling sound from engine bay; poor fuel economy.,""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Vacuum Leak or Dirty MAF Sensor,Advanced,2.3928387730080365"
"P0117,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 743 (fluctuating), Fuel Trim: 19%, Misfire Count: 48"",Catalytic Converter Efficiency Below Threshold,Beginner,2.0425201276068847"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.68V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,1.107342569869204"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.61V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,3.370653517744749"
"P0420,Engine shakes violently at idle and loses power during acceleration.,""RPM: 677 (fluctuating), Fuel Trim: 10%, Misfire Count: 20"",Catalytic Converter Efficiency Below Threshold,Beginner,3.823922180739684"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""Coolant Temp: 125C, Voltage: 0.2V, Fan Status: ON"",Coolant Temperature Sensor Circuit Low,Beginner,2.807622502427706"
"P0300,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.78V (mimicking upstream), Cat Temp: 450C"",Coolant Temperature Sensor Circuit Low,Advanced,2.7437263758931314"
"P0300,""Check engine light is on, but the car drives normally. Slight sulfur smell."",""RPM: 840 (fluctuating), Fuel Trim: 12%, Misfire Count: 46"",Vacuum Leak or Dirty MAF Sensor,Advanced,0.8768072901783557"
"P0300,Engine shakes violently at idle and loses power during acceleration.,""Downstream O2 Sensor: 0.71V (mimicking upstream), Cat Temp: 450C"",Catalytic Converter Efficiency Below Threshold,Advanced,1.8781679938931888"
"P0171,Engine shakes violently at idle and loses power during acceleration.,""MAF Flow: 2.04 g/s, Long Term Fuel Trim: +25%, O2 Voltage: 0.1V"",Faulty Ignition Coil or Spark Plugs,Intermediate,3.4809827684163253"
"P0117,Whistling sound from engine bay; poor fuel economy.,""Downstream O2 Sensor: 0.64V (mimicking upstream), Cat Temp: 450C"",Faulty Ignition Coil or Spark Plugs,Beginner,1.99543908258121"
