CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
peugeot 208_allure,2015.0,744.0,0.0,23.1,86.0,31.065620377978632,-1.0,3.1746707670043413,11.0,None
peugeot 208_allure,2015.0,1272.0,20.0,23.1,88.0,31.065620377978632,2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1821.0,24.0,65.1,85.0,8.21,7.0,3.1746707670043413,22.0,None
toyota corolla,2009.0,2378.0,91.0,39.6,86.0,10.07,0.0,3.1746707670043413,22.0,None
nissan versa,2016.0,745.0,0.0,31.0,86.0,2.69,0.0,3.1746707670043413,13.0,None
fiat palio,2012.0,2104.0,28.0,11.8,98.0,31.065620377978632,-100.0,3.1746707670043413,15.0,None
fiat palio,2012.0,2605.0,75.0,9.8,82.0,31.065620377978632,-100.0,3.1746707670043413,25.0,None
fiat palio,2012.0,1223.0,6.0,5.9,34.0,31.065620377978632,-72.0,3.1746707670043413,21.0,None
renault duster,2012.0,3019.0,93.0,47.1,87.0,31.065620377978632,1.0,3.1746707670043413,20.0,None
citroen c3,2013.0,710.0,0.0,28.2,94.0,31.065620377978632,0.0,3.1746707670043413,14.0,None
toyota corolla,2009.0,2103.0,60.0,76.5,86.0,19.48,2.0,3.1746707670043413,25.0,None
volkswagen polo,2006.0,2125.0,37.0,17.3,49.0,31.065620377978632,3.3186905843172876,3.1746707670043413,9.0,None
toyota corolla,2009.0,2651.0,104.0,80.8,84.0,30.92,2.0,3.1746707670043413,30.0,None
toyota corolla,2009.0,1485.0,71.0,26.3,86.0,2.25,0.0,3.1746707670043413,18.0,None
chevrolet agile,2011.0,1103.0,7.0,28.6,84.0,4.44,3.3186905843172876,3.1746707670043413,25.0,None
ford focus,2003.0,1556.0,46.0,14.1,92.0,31.065620377978632,1.0,-14.8,37.0,None
fiat palio,2012.0,2192.0,46.0,14.9,84.0,31.065620377978632,88.0,3.1746707670043413,29.0,None
nissan versa,2016.0,1332.0,18.0,16.9,85.0,4.0,-2.0,3.1746707670043413,14.0,None
renault duster,2012.0,1479.0,43.0,36.5,86.0,31.065620377978632,-7.0,3.1746707670043413,14.0,None
toyota corolla,2009.0,1049.0,27.0,29.4,91.0,2.51,3.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1938.0,29.0,70.6,95.0,15.65,2.0,3.1746707670043413,25.0,None
toyota corolla,2009.0,1279.0,30.0,28.2,86.0,2.81,-9.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1631.0,59.0,31.4,85.0,2.68,2.0,3.1746707670043413,18.0,None
peugeot 208_allure,2015.0,1232.0,17.0,23.9,78.0,31.065620377978632,-6.0,3.1746707670043413,12.0,None
toyota corolla,2009.0,1092.0,44.0,27.5,88.0,2.37,6.0,3.1746707670043413,18.0,None
citroen c3,2013.0,1359.0,24.0,97.3,94.93210035842294,31.065620377978632,3.3186905843172876,3.1746707670043413,23.658314220183485,None
peugeot 208_allure,2015.0,723.0,0.0,29.8,85.0,31.065620377978632,-2.0,3.1746707670043413,12.0,None
volkswagen polo,2006.0,845.0,0.0,41.0,51.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
fiat palio,2012.0,2533.0,74.0,17.6,81.0,31.065620377978632,95.0,3.1746707670043413,30.0,None
peugeot 208_allure,2015.0,1751.0,26.0,56.1,87.0,31.065620377978632,-5.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1901.0,36.0,16.9,75.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
peugeot 208_allure,2015.0,1621.0,57.0,25.9,76.0,31.065620377978632,-5.0,3.1746707670043413,20.0,None
peugeot 208_allure,2015.0,1816.0,61.0,21.6,75.0,31.065620377978632,4.0,3.1746707670043413,14.0,None
peugeot 208_allure,2015.0,1824.0,43.0,36.5,78.0,31.065620377978632,0.0,3.1746707670043413,16.0,None
peugeot 208_allure,2015.0,742.0,15.0,29.0,87.0,31.065620377978632,-2.0,3.1746707670043413,11.0,None
peugeot 208_allure,2015.0,2023.0,32.0,37.6,79.0,31.065620377978632,2.0,3.1746707670043413,15.0,None
nissan versa,2016.0,2054.0,39.0,92.2,84.0,4.58,2.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,1735.0,68.0,98.0,85.0,23.89,-2.0,3.1746707670043413,34.0,None
toyota corolla,2009.0,2099.0,28.0,60.0,85.0,15.5,-8.0,3.1746707670043413,24.0,None
chevrolet agile,2011.0,1338.0,42.0,40.0,81.0,7.91,3.3186905843172876,3.1746707670043413,30.0,None
nissan versa,2016.0,1408.0,45.0,13.7,84.0,2.44,0.0,3.1746707670043413,13.0,None
honda fit,2005.0,847.0,0.0,41.0,94.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,1768.0,44.0,17.3,80.0,4.45,3.3186905843172876,3.1746707670043413,24.0,None
toyota corolla,2009.0,1925.0,29.0,76.5,96.0,16.79,-13.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,1524.0,33.0,27.8,77.0,31.065620377978632,-6.0,3.1746707670043413,17.0,None
nissan versa,2016.0,2060.0,70.0,16.5,84.0,8.58,-3.0,3.1746707670043413,17.0,None
toyota corolla,2009.0,2330.0,89.0,79.2,84.0,24.54,0.0,3.1746707670043413,28.0,None
toyota corolla,2009.0,1122.0,23.0,28.6,89.0,2.51,9.0,3.1746707670043413,19.0,None
chevrolet agile,2011.0,1081.0,9.0,36.9,80.0,4.76,3.3186905843172876,3.1746707670043413,25.0,None
toyota corolla,2009.0,1951.0,72.0,46.7,86.0,11.18,6.0,3.1746707670043413,22.0,None
volkswagen polo,2006.0,878.0,0.0,41.0,42.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
honda fit,2005.0,1499.0,45.0,41.0,83.0,31.065620377978632,8.0,3.1746707670043413,22.0,None
citroen c3,2013.0,1834.0,41.0,38.4,94.93210035842294,31.065620377978632,3.0,3.1746707670043413,20.0,None
toyota corolla,2009.0,2375.0,38.0,91.4,85.0,30.15,3.0,3.1746707670043413,30.0,None
toyota corolla,2009.0,1811.0,52.0,63.1,85.0,14.96,-2.0,3.1746707670043413,23.0,None
volkswagen polo,2006.0,2189.0,35.0,41.0,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
peugeot 208_allure,2015.0,1312.0,20.0,22.7,75.0,31.065620377978632,-2.0,3.1746707670043413,12.0,None
fiat palio,2012.0,2431.0,74.0,15.7,82.0,31.065620377978632,82.0,3.1746707670043413,28.0,None
peugeot 208_allure,2015.0,1118.0,7.0,23.1,87.0,31.065620377978632,-5.0,3.1746707670043413,12.0,None
peugeot 208_allure,2015.0,791.0,0.0,48.6,83.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,756.0,0.0,34.1,92.0,2.04,2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,641.0,0.0,42.7,93.0,2.46,3.0,3.1746707670043413,18.0,None
peugeot 208_allure,2015.0,761.0,1.0,29.8,76.0,31.065620377978632,6.0,3.1746707670043413,11.0,None
fiat palio,2012.0,2066.0,59.0,14.9,93.0,31.065620377978632,-100.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,2126.0,65.0,18.8,83.0,5.83,3.3186905843172876,3.1746707670043413,27.0,None
peugeot 208_allure,2015.0,1921.0,30.0,22.7,80.0,31.065620377978632,-1.0,3.1746707670043413,15.0,None
toyota corolla,2009.0,649.0,0.0,41.6,93.0,2.37,0.0,3.1746707670043413,18.0,None
citroen c3,2013.0,1847.0,31.0,22.7,101.0,31.065620377978632,-1.0,3.1746707670043413,17.0,None
citroen c3,2013.0,1541.0,21.0,22.7,94.0,31.065620377978632,0.0,3.1746707670043413,23.658314220183485,None
renault duster,2012.0,1841.0,60.0,50.2,86.0,31.065620377978632,2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2825.0,109.0,53.7,86.0,18.5,2.0,3.1746707670043413,24.0,None
toyota corolla,2009.0,2247.0,70.0,76.9,88.0,22.81,-2.0,3.1746707670043413,27.0,None
toyota corolla,2009.0,1461.0,30.0,27.8,85.0,2.81,-4.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,750.0,0.0,33.7,93.0,2.07,1.0,3.1746707670043413,18.0,None
citroen c3,2013.0,2006.0,52.0,34.1,92.0,31.065620377978632,0.0,3.1746707670043413,17.0,None
honda fit,2005.0,1507.0,28.0,41.0,93.0,31.065620377978632,16.0,3.1746707670043413,15.0,None
volkswagen polo,2006.0,2536.0,73.0,32.2,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1547.0,47.0,14.9,51.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
toyota corolla,2009.0,1957.0,28.0,74.5,88.0,19.95,-2.0,3.1746707670043413,26.0,None
toyota corolla,2009.0,1068.0,44.0,29.8,86.0,2.84,6.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,1341.0,12.0,50.2,90.0,3.79,-14.0,3.1746707670043413,19.0,None
toyota corolla,2009.0,2223.0,88.0,66.7,85.0,20.67,-2.0,3.1746707670043413,26.0,None
chevrolet agile,2011.0,2122.0,70.0,34.9,80.0,11.05,3.3186905843172876,3.1746707670043413,31.0,None
renault duster,2012.0,855.0,5.0,42.7,89.0,31.065620377978632,-5.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1510.0,50.0,21.6,76.0,31.065620377978632,6.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,1788.0,52.0,24.7,79.0,6.47,3.3186905843172876,3.1746707670043413,28.0,None
fiat palio,2012.0,1732.0,37.0,14.9,86.0,31.065620377978632,-94.0,3.1746707670043413,44.0,None
toyota corolla,2009.0,800.0,3.0,38.4,94.0,2.48,-4.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,2455.0,96.0,81.6,86.0,26.65,2.0,3.1746707670043413,29.0,None
toyota corolla,2009.0,1175.0,42.0,43.9,86.0,5.57,-3.0,3.1746707670043413,20.0,None
fiat palio,2012.0,2413.0,66.0,14.9,83.0,31.065620377978632,-100.0,3.1746707670043413,16.0,None
peugeot 208_allure,2015.0,1828.0,65.0,31.8,75.0,31.065620377978632,2.0,3.1746707670043413,15.0,None
renault duster,2012.0,1917.0,58.0,65.9,88.0,31.065620377978632,-6.0,3.1746707670043413,18.0,None
nissan versa,2016.0,2583.0,85.0,74.9,84.0,25.77,0.0,3.1746707670043413,28.0,None
toyota corolla,2009.0,2144.0,84.0,96.1,89.0,28.98,2.0,3.1746707670043413,35.0,None
chevrolet agile,2011.0,1226.0,6.0,22.0,68.0,3.96,3.3186905843172876,3.1746707670043413,24.0,None
honda fit,2005.0,739.0,0.0,41.0,89.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
fiat palio,2012.0,1800.0,25.0,11.0,96.0,31.065620377978632,86.0,3.1746707670043413,30.0,None
honda fit,2005.0,2058.0,42.0,41.0,85.0,31.065620377978632,10.0,3.1746707670043413,19.0,None
peugeot 208_allure,2015.0,1383.0,56.0,23.1,77.0,31.065620377978632,1.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1360.0,18.0,22.4,78.0,31.065620377978632,-8.0,3.1746707670043413,12.0,None
chevrolet agile,2011.0,1585.0,12.0,15.3,86.0,3.56,3.3186905843172876,3.1746707670043413,23.0,None
ford eco_sport,2010.0,1156.0,20.0,16.9,90.0,31.065620377978632,5.0,-87.5,15.0,None
toyota corolla,2009.0,1570.0,19.0,58.4,85.0,8.51,-2.0,3.1746707670043413,21.0,None
peugeot 208_allure,2015.0,2461.0,49.0,84.3,76.0,31.065620377978632,-2.0,3.1746707670043413,24.0,None
toyota corolla,2009.0,767.0,0.0,32.9,88.0,2.04,-2.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,1865.0,70.0,62.4,85.0,12.48,-2.0,3.1746707670043413,22.0,None
peugeot 208_allure,2015.0,814.0,1.0,41.2,80.0,31.065620377978632,-5.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,795.0,11.0,39.6,90.0,2.84,2.0,3.1746707670043413,19.0,None
ford focus,2003.0,1456.0,47.0,15.3,72.0,31.065620377978632,2.0,-10.2,17.0,None
renault duster,2012.0,1736.0,51.0,31.8,84.0,31.065620377978632,0.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,1827.0,73.0,67.5,87.0,11.14,-11.0,3.1746707670043413,22.0,None
chevrolet agile,2011.0,2094.0,44.0,16.1,79.0,5.03,3.3186905843172876,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,1384.0,29.0,21.6,81.0,31.065620377978632,3.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,1662.0,33.0,41.0,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,20.0,None
volkswagen polo,2006.0,1844.0,62.0,16.9,56.0,31.065620377978632,3.3186905843172876,3.1746707670043413,7.0,None
toyota corolla,2009.0,2860.0,115.0,66.7,85.0,23.62,3.0,3.1746707670043413,27.0,None
volkswagen polo,2006.0,900.0,2.0,5.5,57.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
volkswagen polo,2006.0,840.0,13.0,5.5,64.0,31.065620377978632,3.3186905843172876,3.1746707670043413,16.0,None
volkswagen polo,2006.0,769.0,0.0,41.0,88.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
volkswagen polo,2006.0,2030.0,58.0,8.6,81.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
chevrolet agile,2011.0,1075.0,8.0,30.2,80.0,4.6,3.3186905843172876,3.1746707670043413,25.0,None
toyota corolla,2009.0,3360.0,111.0,33.3,84.0,10.01,6.0,3.1746707670043413,22.0,None
nissan versa,2016.0,745.0,0.0,20.4,85.0,1.86,25.0,3.1746707670043413,12.0,None
fiat palio,2012.0,1570.0,11.0,12.9,92.0,31.065620377978632,80.0,3.1746707670043413,29.0,None
renault duster,2012.0,1201.0,39.0,72.9,84.0,31.065620377978632,0.0,3.1746707670043413,26.0,None
toyota corolla,2009.0,2470.0,99.0,57.3,85.0,18.92,2.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,2340.0,85.0,29.8,75.0,31.065620377978632,-1.0,3.1746707670043413,20.0,None
peugeot 208_allure,2015.0,2478.0,54.0,62.0,79.0,31.065620377978632,-2.0,3.1746707670043413,15.0,None
toyota corolla,2009.0,2334.0,90.0,85.5,87.0,27.14,1.0,3.1746707670043413,29.0,None
chevrolet agile,2011.0,1076.0,26.0,30.2,84.0,4.59,3.3186905843172876,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,1159.0,11.0,39.6,78.0,31.065620377978632,-3.0,3.1746707670043413,14.0,None
peugeot 208_allure,2015.0,1429.0,40.0,22.0,83.0,31.065620377978632,2.0,3.1746707670043413,13.0,None
honda fit,2005.0,743.0,0.0,41.0,90.0,31.065620377978632,2.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,1497.0,37.0,17.6,80.0,3.71,3.3186905843172876,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,1735.0,50.0,21.6,77.0,31.065620377978632,8.0,3.1746707670043413,13.0,None
chevrolet agile,2011.0,1135.0,0.0,28.6,85.0,4.54,3.3186905843172876,3.1746707670043413,25.0,None
volkswagen polo,2006.0,1006.0,7.0,41.0,32.0,31.065620377978632,3.3186905843172876,3.1746707670043413,5.0,None
volkswagen polo,2006.0,758.0,0.0,41.0,87.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
nissan versa,2016.0,1717.0,62.0,82.0,84.0,17.94,5.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,1764.0,26.0,42.0,82.0,31.065620377978632,5.0,3.1746707670043413,17.0,None
volkswagen polo,2006.0,1733.0,30.0,41.0,76.0,31.065620377978632,3.3186905843172876,3.1746707670043413,20.0,None
volkswagen polo,2006.0,2189.0,33.0,41.0,65.0,31.065620377978632,3.3186905843172876,3.1746707670043413,14.0,None
toyota corolla,2009.0,1414.0,52.0,31.0,90.0,3.81,-3.0,3.1746707670043413,19.0,None
honda fit,2005.0,1825.0,53.0,41.0,84.0,31.065620377978632,20.0,3.1746707670043413,19.0,None
nissan versa,2016.0,756.0,0.0,28.2,85.0,2.55,-1.0,3.1746707670043413,13.0,None
volkswagen polo,2006.0,762.0,0.0,41.0,89.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
volkswagen polo,2006.0,1418.0,31.0,5.5,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
volkswagen polo,2006.0,1545.0,31.0,41.0,88.0,31.065620377978632,3.3186905843172876,3.1746707670043413,7.0,None
nissan versa,2016.0,885.0,11.0,20.8,86.0,2.33,4.0,3.1746707670043413,15.0,None
fiat palio,2012.0,1928.0,44.0,14.9,90.0,31.065620377978632,-86.0,3.1746707670043413,30.0,None
nissan versa,2016.0,1229.0,15.0,16.9,85.0,3.13,0.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1756.0,47.0,22.4,79.0,31.065620377978632,1.0,3.1746707670043413,20.0,None
chevrolet agile,2011.0,1466.0,50.0,16.5,80.0,3.58,3.3186905843172876,3.1746707670043413,23.0,None
toyota corolla,2009.0,2343.0,93.0,67.1,86.0,19.71,-3.0,3.1746707670043413,25.0,None
peugeot 208_allure,2015.0,1036.0,16.0,23.9,76.0,31.065620377978632,-2.0,3.1746707670043413,11.0,None
peugeot 208_allure,2015.0,939.0,7.0,32.5,81.0,31.065620377978632,-1.0,3.1746707670043413,11.0,None
toyota corolla,2009.0,671.0,0.0,41.2,90.0,2.35,4.0,3.1746707670043413,18.0,None
peugeot 208_allure,2015.0,1013.0,16.0,51.0,78.0,31.065620377978632,-4.0,3.1746707670043413,16.0,None
ford focus,2003.0,1159.0,44.0,94.1,94.93210035842294,31.065620377978632,4.0,-14.8,42.0,None
volkswagen polo,2006.0,902.0,0.0,41.0,47.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
renault duster,2012.0,863.0,0.0,37.6,88.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1080.0,17.0,31.4,75.0,31.065620377978632,6.0,3.1746707670043413,13.0,None
ford focus,2003.0,1215.0,13.0,42.4,94.0,31.065620377978632,0.0,-7.8,17.0,None
honda fit,2005.0,1972.0,40.0,41.0,83.0,31.065620377978632,8.0,3.1746707670043413,17.0,None
toyota corolla,2009.0,1090.0,24.0,43.1,86.0,5.18,-1.0,3.1746707670043413,20.0,None
fiat palio,2012.0,2161.0,22.0,14.9,96.0,31.065620377978632,81.0,3.1746707670043413,30.0,None
peugeot 208_allure,2015.0,745.0,0.0,28.6,81.0,31.065620377978632,1.0,3.1746707670043413,11.0,None
nissan versa,2016.0,2011.0,71.0,95.7,85.0,24.44,6.0,3.1746707670043413,55.0,None
peugeot 208_allure,2015.0,2163.0,38.0,54.9,77.0,31.065620377978632,-5.0,3.1746707670043413,16.0,None
toyota corolla,2009.0,843.0,15.0,52.9,88.0,5.07,-2.0,3.1746707670043413,20.0,None
renault duster,2012.0,1377.0,41.0,52.5,85.0,31.065620377978632,-2.0,3.1746707670043413,15.0,None
volkswagen polo,2006.0,1309.0,8.0,9.0,59.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
chevrolet agile,2011.0,1283.0,25.0,17.6,81.0,3.22,3.3186905843172876,3.1746707670043413,22.0,None
toyota corolla,2009.0,658.0,0.0,42.4,92.0,2.53,3.0,3.1746707670043413,18.0,None
volkswagen polo,2006.0,1992.0,57.0,7.8,69.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
renault duster,2012.0,1969.0,63.0,17.6,86.0,31.065620377978632,0.0,3.1746707670043413,12.0,None
peugeot 208_allure,2015.0,754.0,0.0,29.4,77.0,31.065620377978632,4.0,3.1746707670043413,11.0,None
volkswagen polo,2006.0,748.0,0.0,41.0,87.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
volkswagen polo,2006.0,761.0,0.0,41.0,87.0,31.065620377978632,3.3186905843172876,3.1746707670043413,3.0,None
toyota corolla,2009.0,2714.0,108.0,67.1,86.0,20.37,2.0,3.1746707670043413,26.0,None
toyota corolla,2009.0,1992.0,78.0,85.5,85.0,23.03,4.0,3.1746707670043413,28.0,None
volkswagen polo,2006.0,1140.0,18.0,13.3,75.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
toyota corolla,2009.0,2954.0,117.0,80.8,86.0,33.15,5.0,3.1746707670043413,31.0,None
volkswagen polo,2006.0,1407.0,31.0,41.0,53.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
toyota corolla,2009.0,1578.0,18.0,56.5,92.0,10.75,-7.0,3.1746707670043413,23.0,None
peugeot 208_allure,2015.0,1418.0,19.0,22.0,77.0,31.065620377978632,1.0,3.1746707670043413,13.0,None
peugeot 208_allure,2015.0,1279.0,18.0,22.0,81.0,31.065620377978632,-4.0,3.1746707670043413,12.0,None
peugeot 208_allure,2015.0,1934.0,31.0,42.7,75.0,31.065620377978632,-4.0,3.1746707670043413,18.0,None
fiat palio,2012.0,1628.0,34.0,14.9,73.0,31.065620377978632,-100.0,3.1746707670043413,87.0,None
toyota corolla,2009.0,2771.0,107.0,78.8,85.0,29.98,4.0,3.1746707670043413,29.0,None
toyota corolla,2009.0,1646.0,62.0,26.7,86.0,3.56,9.0,3.1746707670043413,19.0,None
peugeot 208_allure,2015.0,2291.0,84.0,100.0,77.0,31.065620377978632,2.0,3.1746707670043413,85.0,None
chevrolet agile,2011.0,1231.0,19.0,31.8,71.0,5.67,3.3186905843172876,3.1746707670043413,27.0,None
honda fit,2005.0,774.0,10.0,41.0,84.0,31.065620377978632,-12.0,3.1746707670043413,17.0,None
toyota corolla,2009.0,724.0,12.0,40.8,85.0,3.14,-6.0,3.1746707670043413,19.0,None
volkswagen polo,2006.0,1251.0,20.0,10.6,65.0,31.065620377978632,3.3186905843172876,3.1746707670043413,4.0,None
renault duster,2012.0,1662.0,52.0,32.9,85.0,31.065620377978632,-8.0,3.1746707670043413,14.0,None
peugeot 208_allure,2015.0,1948.0,72.0,81.2,75.0,31.065620377978632,1.0,3.1746707670043413,24.0,None
peugeot 208_allure,2015.0,1958.0,71.0,28.2,75.0,31.065620377978632,0.0,3.1746707670043413,15.0,None
volkswagen polo,2006.0,764.0,0.0,41.0,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,2.0,None
toyota corolla,2009.0,2215.0,83.0,55.7,88.0,14.12,-3.0,3.1746707670043413,23.0,None
nissan versa,2016.0,754.0,0.0,31.0,94.0,2.63,-1.0,3.1746707670043413,13.0,None
renault duster,2012.0,1220.0,43.0,18.8,92.0,31.065620377978632,-26.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2785.0,108.0,53.7,85.0,19.75,-6.0,3.1746707670043413,25.0,None
toyota corolla,2009.0,996.0,8.0,43.1,86.0,4.4,2.0,3.1746707670043413,20.0,None
toyota corolla,2009.0,2423.0,58.0,87.1,88.0,24.7,-6.0,3.1746707670043413,28.0,None
toyota corolla,2009.0,1457.0,62.0,25.1,86.0,10.1,2.0,3.1746707670043413,22.0,None
volkswagen polo,2006.0,1029.0,23.0,10.6,61.0,31.065620377978632,3.3186905843172876,3.1746707670043413,15.0,None
toyota corolla,2009.0,2503.0,103.0,30.2,86.0,7.28,6.0,3.1746707670043413,20.0,None
honda fit,2005.0,759.0,0.0,41.0,84.0,31.065620377978632,-2.0,3.1746707670043413,13.0,None
toyota corolla,2009.0,2007.0,25.0,75.3,93.0,16.81,-15.0,3.1746707670043413,25.0,None
toyota corolla,2009.0,1750.0,35.0,68.6,86.0,13.98,-5.0,3.1746707670043413,23.0,None
volkswagen polo,2006.0,2767.0,85.0,35.3,60.0,31.065620377978632,3.3186905843172876,3.1746707670043413,15.0,None
peugeot 208_allure,2015.0,1968.0,59.0,18.8,71.0,31.065620377978632,0.0,3.1746707670043413,14.0,None
ford focus,2003.0,1085.0,24.0,30.6,75.0,31.065620377978632,-5.0,-10.9,17.0,None
volkswagen polo,2006.0,2859.0,56.0,55.7,78.0,31.065620377978632,3.3186905843172876,3.1746707670043413,22.0,None
peugeot 208_allure,2015.0,753.0,0.0,23.1,84.0,31.065620377978632,3.0,3.1746707670043413,11.0,None
toyota corolla,2009.0,1721.0,74.0,20.8,85.0,2.25,0.0,3.1746707670043413,18.0,None
toyota corolla,2009.0,859.0,5.0,51.0,87.0,7.51,-3.0,3.1746707670043413,22.0,None
peugeot 208_allure,2015.0,769.0,0.0,30.2,78.0,31.065620377978632,0.0,3.1746707670043413,11.0,None
